id,toxic,obscene,insult,label,toxic,obscene,insult
62908edfe6dc0b0d,1,0,0,100,0.9541820883750916,0.005991889163851738,0.03213891386985779
4390e60e941e2815,1,1,0,110,0.9104901552200317,0.9465736746788025,0.02577481046319008
0eb9c1ca1e5ffaa0,1,1,1,111,0.9970209002494812,0.9957273006439209,0.9498132467269897
80cc97809eedd2fa,0,0,0,0,0.003253466682508588,0.006955942139029503,0.006818579044193029
f2f0a32208edb9eb,1,1,0,110,0.9619821906089783,0.03366989642381668,0.13500860333442688
235e541757de755a,0,0,0,0,0.0034738569520413876,0.008545142598450184,0.005659105721861124
24258548a0505b3d,0,0,0,0,0.003399690380319953,0.006030186079442501,0.0074416701681911945
e15691d53dc634a4,1,1,1,111,0.992702841758728,0.9854853749275208,0.32552117109298706
907e2bf1e85032dd,1,0,0,100,0.9904587268829346,0.044513408094644547,0.16718631982803345
07e0346aeda107bd,1,0,0,100,0.9779101610183716,0.041144270449876785,0.7886077761650085
2f21c422cced0cd7,1,1,1,111,0.9973495006561279,0.9963926672935486,0.9739072322845459
10033563c72a2a65,1,0,0,100,0.9743479490280151,0.009600924327969551,0.0482390895485878
96e6efaf35b751d8,0,0,0,0,0.003179063554853201,0.005891149863600731,0.0062331221997737885
c613926d53a80f2b,1,0,0,100,0.9298559427261353,0.006462353281676769,0.015402647666633129
c4887fbb15359db8,1,0,1,101,0.9719485640525818,0.3063465654850006,0.9256067276000977
11712a3ded21b879,1,1,1,111,0.9836676120758057,0.9345523118972778,0.8880733847618103
3a51a4a4103a466d,1,0,0,100,0.8518725633621216,0.9102810621261597,0.03013937547802925
0435cf3f291d5d79,1,0,0,100,0.797563374042511,0.03669871762394905,0.25647905468940735
4628e4f961324c95,1,1,1,111,0.9959909319877625,0.9717830419540405,0.9627009034156799
7bdc1a8140cc868a,1,1,1,111,0.9827086329460144,0.7194477915763855,0.7629322409629822
9f1ad5866b8dab21,1,0,0,100,0.9346038699150085,0.004206453915685415,0.0880231261253357
2cb715e2559b359c,0,0,0,0,0.004054097458720207,0.006165663246065378,0.0060612899251282215
9200470e445146be,0,0,0,0,0.003102191025391221,0.007483197841793299,0.00574614480137825
4bc6f72f1ce7cf03,0,0,0,0,0.003439899766817689,0.00618990371003747,0.0066459402441978455
1ac23bc84cdd0da6,1,0,0,100,0.9861587882041931,0.8388398289680481,0.026599617674946785
fe7eb6db06b32ec2,1,0,1,101,0.9862543344497681,0.2749076187610626,0.8840591907501221
a442493ff6c64778,0,0,0,0,0.0028810701332986355,0.0065370905213057995,0.007620618212968111
d70c3a39770bb8f7,1,0,1,101,0.9782950282096863,0.31743210554122925,0.9237035512924194
55e890ee598093d9,0,0,0,0,0.003370898310095072,0.006345773581415415,0.005510551389306784
3ee36941fbae41b2,0,0,0,0,0.004195486661046743,0.0063779414631426334,0.00517064705491066
24c6b8c26da98951,1,1,1,111,0.9523536562919617,0.16203618049621582,0.8859975337982178
956a161509ac2df8,0,0,0,0,0.0032047582790255547,0.006058526691049337,0.007067950442433357
fea866254089c66f,1,1,0,110,0.9744117259979248,0.9090218544006348,0.040477365255355835
bc5aa65a1f0f322e,1,0,0,100,0.9292030334472656,0.5085573792457581,0.4435095191001892
bcca77e2acdfda86,1,0,0,100,0.9342931509017944,0.010849655605852604,0.03156522661447525
fda0e2f199c00015,1,1,1,111,0.9970090985298157,0.9967302083969116,0.9572955965995789
3c8a63f0bc67c202,0,1,0,10,0.6732780337333679,0.6464563608169556,0.06558027118444443
a2b4567e40d34e72,1,0,1,101,0.9871505498886108,0.48847052454948425,0.7711278796195984
8c1906e2637a869f,0,0,0,0,0.005428096279501915,0.006111709866672754,0.0041928719729185104
94eb1094998368af,0,0,0,0,0.9070596098899841,0.005459142848849297,0.015174975618720055
3377055206b5ea4e,1,0,0,100,0.9852440357208252,0.027164876461029053,0.5564512610435486
b78a11725c335a7c,1,1,1,111,0.9934626817703247,0.9762987494468689,0.5319534540176392
73afa00aba713510,1,0,0,100,0.9783307313919067,0.026762982830405235,0.025937961414456367
8fc7234bdc8aa3ed,0,0,0,0,0.8795027732849121,0.004559211898595095,0.016877125948667526
c73c94a07c690c54,1,0,0,100,0.9500119090080261,0.012802265584468842,0.020304346457123756
500b9e01140c9ec6,1,0,0,100,0.873600959777832,0.032667383551597595,0.20469777286052704
d8e00c591ea99e4c,0,0,0,0,0.003595528891310096,0.006258866284042597,0.005554284900426865
8e9cbc1a10b2baf2,0,0,0,0,0.04735776036977768,0.017523935064673424,0.0020845483522862196
ec1177017948b5f8,1,0,0,100,0.9968889355659485,0.9880533814430237,0.9664402008056641
a6ba784d2a1bc773,1,1,1,111,0.9937101602554321,0.7028483748435974,0.9116784930229187
411deb5d8122d42e,1,0,1,101,0.9849492907524109,0.017801504582166672,0.21444104611873627
203f433f7ff9ace6,0,0,0,0,0.9315052628517151,0.016490209847688675,0.00963542703539133
934b424a09505667,1,1,0,110,0.9974145889282227,0.9924424886703491,0.9096182584762573
414ace4068d42441,1,1,1,111,0.9954505562782288,0.990222692489624,0.8046789765357971
a08609ab5928ab1f,1,1,0,110,0.9960448145866394,0.9283379912376404,0.1831037700176239
d92b60a2d6989ed8,1,1,1,111,0.9760674834251404,0.904953122138977,0.8895119428634644
27155d9ca35c75e9,1,1,0,110,0.8558732271194458,0.7313583493232727,0.3804614245891571
84c57160394806bc,1,1,0,110,0.991668701171875,0.9602976441383362,0.08740811049938202
47c09d1868fea12f,0,0,0,0,0.003535367315635085,0.009134894236922264,0.0065912106074392796
af72187c9602430e,1,0,0,100,0.9147946238517761,0.017971081659197807,0.40147483348846436
8a519a8642d434ff,0,0,0,0,0.9418761730194092,0.010109437629580498,0.0511150024831295
c8d6935f6d11a126,1,1,1,111,0.9909130334854126,0.9821234345436096,0.9250207543373108
4c34adb4477a2160,1,0,0,100,0.9851750731468201,0.01998460292816162,0.08435698598623276
1612df8a1e8fc245,0,0,0,0,0.0033408422023057938,0.0072122118435800076,0.005972845945507288
7eba065dcf35ed2b,1,0,0,100,0.978764533996582,0.01432102918624878,0.11836004257202148
90c0ef34b5062453,1,0,0,100,0.8046674132347107,0.012380613014101982,0.47486886382102966
701960c41d4c601d,0,0,0,0,0.0051958910189569,0.005192657932639122,0.005692173261195421
3e196bcb04720e73,0,1,0,10,0.8983942270278931,0.8548021912574768,0.020391345024108887
9350c395f83e98ed,0,0,0,0,0.003244684776291251,0.006243797950446606,0.0067228651605546474
42e5dbeb72e2e0b9,1,1,1,111,0.9647315144538879,0.9053615927696228,0.8605020046234131
1b7b4f4e13c54849,0,0,0,0,0.0030136469285935163,0.0056704324670135975,0.007544448599219322
fd689972bcf00a68,1,0,0,100,0.9867264032363892,0.36366984248161316,0.1562739759683609
c7086a3af27bc8f7,1,0,0,100,0.9679456353187561,0.01994015835225582,0.4991861879825592
c1912dc85366a36d,0,0,0,0,0.9818799495697021,0.01649228297173977,0.044757746160030365
4428e787aee87fdb,1,0,0,100,0.9828458428382874,0.05553188920021057,0.01951609179377556
f460bfbc42488a50,1,1,1,111,0.9944912195205688,0.9856997132301331,0.9550473690032959
36e98dca5c188008,1,1,1,111,0.9966492056846619,0.995751142501831,0.9820687174797058
601e6b2351edfecb,0,0,0,0,0.9924528002738953,0.638584315776825,0.11543799936771393
eab4d7298571512e,1,0,0,100,0.968937337398529,0.006860612891614437,0.13663840293884277
8157a0db7a44a9e5,1,1,1,111,0.9969874024391174,0.9933421015739441,0.9812802672386169
dcb494b981dcdda6,0,0,0,0,0.008165071718394756,0.00455029122531414,0.005665455479174852
b5209b654e4f93d9,1,1,1,111,0.9973280429840088,0.9949278831481934,0.9689676761627197
c53d8d5abaada677,1,1,1,111,0.9888139367103577,0.8979737758636475,0.962328314781189
b7320992f8111100,1,1,1,111,0.996894121170044,0.9937921166419983,0.9674487709999084
ee32164a4d102aa7,1,1,1,111,0.9973410964012146,0.9934758543968201,0.9764372110366821
5d936c211da259c5,1,0,1,101,0.8842271566390991,0.06905411183834076,0.7395700812339783
51a82c0fb1a89ad9,1,1,0,110,0.8945082426071167,0.7091443538665771,0.008199709467589855
ff96ed8a6097ca9b,1,1,1,111,0.993655800819397,0.9730548858642578,0.9600077271461487
4acdb92d3107ca02,0,0,0,0,0.0034066541120409966,0.0057802628725767136,0.006499224342405796
b836710b191b53be,1,1,1,111,0.9961701035499573,0.986270010471344,0.9612014889717102
04aadd2f732eef57,1,1,1,111,0.9966807961463928,0.9886570572853088,0.9668273329734802
afa81a96cb59fea1,1,0,1,101,0.968073308467865,0.011224512942135334,0.31860512495040894
4316d63b5192aba9,0,0,0,0,0.003292411332949996,0.007635009940713644,0.00555057730525732
22652c6834ec2bb0,1,1,1,111,0.9966040849685669,0.9733113050460815,0.9324305653572083
bff154e8edb12208,1,1,0,110,0.9960253238677979,0.9869120121002197,0.9633196592330933
7259f9ea5df5ee60,1,1,1,111,0.9973242282867432,0.9904364943504333,0.9750404953956604
b441a9d7ff9bdd71,1,0,0,100,0.9449403882026672,0.03079328127205372,0.8116744160652161
ca933fe837eed1f7,1,1,1,111,0.9970178604125977,0.9916418790817261,0.8785833716392517
6b1283533920c666,0,0,0,0,0.004603902343660593,0.006012868136167526,0.004858752246946096
9ecb0e5cde9404ae,1,1,0,110,0.9815381765365601,0.7454242706298828,0.542155385017395
35bbd476ec9fc78d,1,0,0,100,0.9613198637962341,0.009598453529179096,0.029859960079193115
b89bbc1ef0681dc2,0,0,0,0,0.9123623371124268,0.014202863909304142,0.010066020302474499
d8da5d177b7e112c,0,0,0,0,0.0037476257421076298,0.007182782050222158,0.005256878212094307
c4dc78e3020442af,1,0,0,100,0.8890331983566284,0.0034693831112235785,0.27461984753608704
c4218f9d6b3d4c47,1,1,1,111,0.9960105419158936,0.9966830611228943,0.864776074886322
472c21c24ecf7d4f,1,0,1,101,0.8919294476509094,0.018130289390683174,0.6577030420303345
8f290a730b6c4a40,1,0,0,100,0.9509915709495544,0.4160762131214142,0.3970528244972229
c4d67f92a6e9bb69,1,0,0,100,0.6333158612251282,0.6267879009246826,0.03150101751089096
52e6576bb71581e7,1,1,1,111,0.9960483908653259,0.9749810099601746,0.9636010527610779
7ed385b700fcf9d6,1,1,1,111,0.7749184966087341,0.5639486908912659,0.6385480165481567
4655f6a37e2c860d,0,1,0,10,0.7818573713302612,0.44576600193977356,0.006321202032268047
71593f2890b5b365,1,0,0,100,0.9072015881538391,0.3245866000652313,0.013943752273917198
f91ea7df8ea716e5,0,0,0,0,0.005467259790748358,0.005219644866883755,0.005430465564131737
e3c346235472fe69,1,0,0,100,0.9785099029541016,0.012025018222630024,0.059176456183195114
27eeaeeef976cc0a,1,0,0,100,0.9384523630142212,0.014109627343714237,0.27564316987991333
024145ecee609f08,1,0,0,100,0.9828137159347534,0.024559615179896355,0.02638470195233822
dfc7b20db7076554,1,0,0,100,0.010922632180154324,0.0030804791022092104,0.005198536440730095
be358948f3b0656c,0,0,0,0,0.6034325361251831,0.025104353204369545,0.005284042563289404
06dbdb75b2a46e2a,1,0,0,100,0.9797039031982422,0.11232279986143112,0.015231438912451267
f142652ad0299f6a,0,0,0,0,0.0031228470616042614,0.006374738644808531,0.0072199939750134945
ce635891eff84820,1,0,1,101,0.9572465419769287,0.03429325297474861,0.7786120772361755
4007a7c3ee922a7a,0,0,0,0,0.0029147989116609097,0.005440168082714081,0.008525990881025791
4cfaf004fbfd42ec,1,0,0,100,0.978926956653595,0.052338484674692154,0.14359508454799652
dc1b93b9cc24b161,1,1,1,111,0.9743334650993347,0.39100781083106995,0.9166687726974487
1468fdc685a738a2,1,0,0,100,0.9855544567108154,0.35886186361312866,0.90824294090271
a5d240cc8bc87faf,1,0,0,100,0.9762427806854248,0.018692735582590103,0.03749426454305649
6774ccb4dde06ba5,0,1,1,11,0.8803741335868835,0.6295284032821655,0.8041480779647827
63472b9f548554a0,0,0,0,0,0.004015011712908745,0.005593400914222002,0.005869660526514053
efddba7ef9e8856f,1,0,0,100,0.9762223958969116,0.009329305030405521,0.09271681308746338
6b6f8431c1d5c311,1,0,0,100,0.9963351488113403,0.9436130523681641,0.953211784362793
ffe0832c1adc130d,1,0,1,101,0.9678745269775391,0.7355600595474243,0.9104176163673401
c861d5fd98c8b582,0,0,0,0,0.5836824178695679,0.11111113429069519,0.007872921414673328
47f0ffec762710cf,0,0,0,0,0.005851644556969404,0.005160768982023001,0.007342093158513308
b6c5402d46bd9988,1,0,1,101,0.9982970356941223,0.9454278349876404,0.9383664131164551
b4d4d084e60240f5,1,0,0,100,0.9937783479690552,0.9488731622695923,0.9060960412025452
77fdcc3f73cebbc0,1,0,0,100,0.636052131652832,0.7006980180740356,0.12043100595474243
838d488c91ee24ff,1,1,1,111,0.9986133575439453,0.9852879047393799,0.8280677795410156
4b472354bf8e8c51,1,1,1,111,0.9974871873855591,0.9957388639450073,0.9700013995170593
2e2f59490eaea46f,1,1,0,110,0.9964937567710876,0.9965984225273132,0.8596030473709106
295849c6fe9d1c03,1,1,1,111,0.9857016801834106,0.9290754199028015,0.8179445862770081
dfeeb48d370ddb0a,1,1,1,111,0.9971538782119751,0.9960505366325378,0.9460130333900452
deb6a02d5744abdc,1,1,0,110,0.9582083225250244,0.9638744592666626,0.02995925582945347
cadc6359bf813e78,1,0,1,101,0.8589339852333069,0.15468131005764008,0.825806200504303
0bda3c292b81b5ae,1,0,1,101,0.9660252928733826,0.022777870297431946,0.5363014936447144
5c64ce252810260b,1,1,1,111,0.9976052045822144,0.996220052242279,0.9704369306564331
8ec81f058f8b178b,1,1,1,111,0.9815316200256348,0.9513625502586365,0.17702975869178772
db82c5ce347be106,1,0,1,101,0.9392002820968628,0.006575450301170349,0.3832016587257385
1ca8ff9d9a201979,0,0,0,0,0.0039038013201206923,0.0052664028480648994,0.008145277388393879
e8315e350ec18809,1,1,1,111,0.9974523186683655,0.9938845038414001,0.9773861169815063
8b38f4a369e83a7f,0,0,0,0,0.06668685376644135,0.01736152172088623,0.007043089717626572
e59c4bcaba779d3d,0,0,0,0,0.00278873392380774,0.006219022907316685,0.00770395714789629
96908d36362e5cb5,1,1,1,111,0.9971902966499329,0.9962506890296936,0.9764406085014343
21d646eb126a355f,1,1,1,111,0.996911346912384,0.9959501028060913,0.9805188179016113
0afd5950ce899b85,0,0,0,0,0.0036606600042432547,0.006338885519653559,0.006929303519427776
c379a0e8a853f889,1,1,1,111,0.9971302151679993,0.9947081804275513,0.9734236598014832
551554b6370bc253,1,1,1,111,0.9971797466278076,0.9917994737625122,0.9737344980239868
308b9c8f71e5acbb,1,1,1,111,0.9973360896110535,0.99623703956604,0.9672073721885681
598f6a920a98d3f4,1,0,0,100,0.9986131191253662,0.9354458451271057,0.7603532671928406
170771c0fda966a0,1,1,1,111,0.9976162910461426,0.9909271001815796,0.9704528450965881
29f621a28e58d5d1,1,0,0,100,0.9720040559768677,0.009637719951570034,0.12980611622333527
716cf136c2008b86,1,1,1,111,0.997173547744751,0.9954179525375366,0.9784799218177795
33246ffcc0a9f8d9,1,1,1,111,0.9971332550048828,0.9959011673927307,0.9767779111862183
cc9534dbecf19d6b,1,1,0,110,0.9941481351852417,0.9898586869239807,0.6344494223594666
f8000dcf7b4f9536,1,0,0,100,0.9853781461715698,0.9846557378768921,0.2950122356414795
45598d86f0c52727,1,1,1,111,0.9964004755020142,0.9952411651611328,0.9420220851898193
f7a4edfcbaab9f0b,1,0,0,100,0.9903675317764282,0.24746201932430267,0.561484158039093
f3daa4ed801a5d5e,0,0,0,0,0.00542144849896431,0.008443199098110199,0.005361424759030342
f71960f33ed0cef1,0,0,0,0,0.0028860054444521666,0.007512095384299755,0.006668823771178722
ae7e2c284c965a93,0,0,0,0,0.00661612581461668,0.0038504772819578648,0.00557599775493145
b470a0fa53c075ca,0,0,0,0,0.0030654477886855602,0.00622192956507206,0.00817220751196146
019d7e9ab7f3a4b8,0,0,1,1,0.9324994087219238,0.015135384164750576,0.7043671011924744
174a94f16cb2a2b2,1,0,0,100,0.8977210521697998,0.6374932527542114,0.7921188473701477
eb3bd60eec9d7879,1,1,1,111,0.9974591135978699,0.9941112399101257,0.975909411907196
920dbe7084312953,1,1,1,111,0.992964506149292,0.9741482734680176,0.9373374581336975
b4cf7fa5d8bb6c41,1,0,0,100,0.9759284853935242,0.086379773914814,0.014722726307809353
290bafc6a7fbecab,1,1,1,111,0.8480163216590881,0.5269189476966858,0.8038068413734436
f65aa9eaaed34b1e,0,1,1,11,0.949167788028717,0.6191605925559998,0.8753311038017273
c38a790dcfe665db,1,1,1,111,0.9969021081924438,0.9953374862670898,0.9803084135055542
02a1ac2c706d3306,1,0,0,100,0.9363821148872375,0.05430534854531288,0.01013281662017107
4e1df521f1f7324f,0,0,0,0,0.003181196516379714,0.007608918007463217,0.00741560710594058
ac83360da28ebd26,1,0,0,100,0.9081900119781494,0.004177623428404331,0.1844778209924698
7e54915e2749c389,0,0,0,0,0.022027580067515373,0.004189856816083193,0.002947465516626835
437317c14cbe0eab,1,0,0,100,0.9757642149925232,0.0654844343662262,0.6281545162200928
75864f66dc6780c8,1,0,0,100,0.8457505106925964,0.20613043010234833,0.011734195053577423
a503a4c9a26c2ec5,1,1,1,111,0.9881724715232849,0.9445583820343018,0.9481174945831299
424de4a1f380388a,0,0,0,0,0.0036471791099756956,0.0059458110481500626,0.006589743308722973
7174f61591c8be78,1,1,1,111,0.9846305251121521,0.9253060221672058,0.9460905194282532
308d2f7c7895be4a,1,0,0,100,0.8202853798866272,0.010441242717206478,0.004710573703050613
feacaef85a538ad3,0,1,0,10,0.006534712854772806,0.006470282096415758,0.004459420684725046
fea08080d437902b,0,0,0,0,0.002974201226606965,0.006976624950766563,0.006534443702548742
f3085f1a099b9653,0,0,0,0,0.003228994319215417,0.005458288360387087,0.007414919324219227
93f6d081f46f324c,1,0,0,100,0.9102923274040222,0.02395806461572647,0.6493564248085022
e27060046478fe99,1,1,1,111,0.9803978800773621,0.944378674030304,0.938226580619812
1f637340c5ec4bbe,1,0,0,100,0.5723143815994263,0.00181486620567739,0.015508308075368404
62491935d380df7d,0,0,0,0,0.004468422848731279,0.0066856020130217075,0.004997110925614834
7be5f6e9fd981c98,1,0,0,100,0.9887391328811646,0.02638852782547474,0.1417112499475479
728d2fed27b7953c,0,0,0,0,0.004088743589818478,0.005561487749218941,0.006987021770328283
b40995c213b3ac6c,1,0,0,100,0.7231417894363403,0.04048443213105202,0.4404652714729309
a7352641b29481d0,1,1,0,110,0.9639864563941956,0.9254918098449707,0.03061714954674244
4c238430f3575853,1,0,0,100,0.8837041258811951,0.04833611473441124,0.0055887349881231785
e02d57f0bbd3dfc2,0,0,0,0,0.004186716862022877,0.006250245030969381,0.005451913923025131
e34c09927653b2ee,1,1,0,110,0.9276881217956543,0.6852887272834778,0.0368332639336586
c8c1035dba0377da,1,0,0,100,0.8260758519172668,0.04747716709971428,0.11543694883584976
1a2a3c3384f0abdf,0,0,0,0,0.00507259089499712,0.0059561035595834255,0.00577174685895443
6ec35828632ddeb5,1,1,1,111,0.9972817897796631,0.988610029220581,0.9751773476600647
49ee4d287ee59150,1,0,1,101,0.9301629066467285,0.0280462559312582,0.7647238373756409
2e6c973071fea7d0,1,1,1,111,0.9883161187171936,0.22768330574035645,0.4777407646179199
65157488f47280b1,1,1,1,111,0.9978594183921814,0.9878617525100708,0.9735923409461975
e9a19ba9a6194378,0,0,0,0,0.0027910300996154547,0.006424945779144764,0.008062338456511497
a34aa211f616fb78,1,0,0,100,0.977069079875946,0.010589081794023514,0.2269769310951233
f3bf8ac07fb7012d,1,0,0,100,0.9788578152656555,0.07818646728992462,0.013894549570977688
c8ba2c138f2c5f6d,0,0,0,0,0.8418391346931458,0.014406642876565456,0.013850316405296326
9e517781d3bf04b3,0,0,0,0,0.024769041687250137,0.006235996726900339,0.0033027282916009426
8dde9991da8c4506,0,0,0,0,0.9331373572349548,0.01740507036447525,0.011173062026500702
a280ecd3f033182c,1,1,1,111,0.996871292591095,0.9966756105422974,0.9735191464424133
4a14b9269e62d6cc,0,0,0,0,0.004124530591070652,0.00506844324991107,0.005858214106410742
bb210c50f512c070,1,0,1,101,0.9697027802467346,0.011931739747524261,0.05187518149614334
82b4ed8d1236ab63,1,1,0,110,0.9933704137802124,0.9840635061264038,0.20393219590187073
c4ace344d3a86e7f,0,0,0,0,0.006328832358121872,0.006668551824986935,0.008084390312433243
3d0818c7d4652fe8,1,0,1,101,0.8251778483390808,0.06570344418287277,0.4712269604206085
cd2526f6b1fcaba0,1,0,0,100,0.8232433199882507,0.319767028093338,0.8106118440628052
fcc1e21fd7197b00,1,0,0,100,0.8280730843544006,0.1685914695262909,0.8213726878166199
fe15a1ea0d002e8c,0,0,1,1,0.9747766256332397,0.011785670183598995,0.09779351204633713
419a2ecb94d5c97f,1,0,0,100,0.3138309717178345,0.0032040926162153482,0.005642130505293608
2ff23e8550b065ef,0,0,0,0,0.003056935966014862,0.0059527503326535225,0.006463808007538319
effbc4d446223498,0,0,0,0,0.00338348257355392,0.0063100880943238735,0.005855257157236338
adda18fde8af07de,1,0,0,100,0.92908775806427,0.00646223733201623,0.22311747074127197
246634a59d670df7,1,0,0,100,0.9864352345466614,0.13762079179286957,0.3470154106616974
6dcfa4e39a93cf71,0,0,0,0,0.008777325041592121,0.007767012342810631,0.0033852083142846823
06f224718a5c9e01,0,0,0,0,0.0034684697166085243,0.005714166909456253,0.0066733649000525475
e174c89cbc371ce3,1,1,1,111,0.997111439704895,0.9898217916488647,0.7337482571601868
18c0cc9e2fb88b0c,1,0,0,100,0.985592782497406,0.020410699769854546,0.09761303663253784
b2a98eaac74217d2,1,0,0,100,0.013701626099646091,0.00800833385437727,0.0033719507046043873
fb05b90203c050f1,0,0,1,1,0.5495997667312622,0.028948655351996422,0.2306038737297058
8f63bb0245f57aa1,0,0,0,0,0.012357993051409721,0.004126354586333036,0.00423409603536129
95390a4e0cd90ad3,1,1,1,111,0.996722400188446,0.9952450394630432,0.9824163913726807
997348086dec4b08,1,1,1,111,0.9397441148757935,0.9143665432929993,0.7962056994438171
0b491d7d15af9b7d,1,1,1,111,0.9730424880981445,0.8822659850120544,0.8672758936882019
19cec185aefc30c9,0,0,0,0,0.03746071457862854,0.007595316506922245,0.0051592313684523106
e5975b1339586262,1,0,0,100,0.3176913857460022,0.7600088119506836,0.028318306431174278
5a59a2ee04ec5f9b,1,0,0,100,0.12673068046569824,0.0013568926369771361,0.01150610949844122
c4c8d23afdfd4561,1,0,0,100,0.5771260261535645,0.016101717948913574,0.049909528344869614
7ddac094c91f7891,0,0,0,0,0.0030451337806880474,0.006832106504589319,0.006538815796375275
2ca62bb1f192b73e,1,0,0,100,0.9137315154075623,0.006238704547286034,0.07626619189977646
6a1ef9136081eb0a,1,0,0,100,0.9873867630958557,0.04327773675322533,0.07194914668798447
ea6679a7f1a8ece3,0,0,0,0,0.0059904721565544605,0.005026767961680889,0.005603897850960493
64067caa2641a3ff,1,0,0,100,0.9649945497512817,0.0060875192284584045,0.14095713198184967
034e76cff5c8c34a,1,0,0,100,0.9778395891189575,0.8658900856971741,0.8596165776252747
0fc12ea0cbcfd1a0,1,0,1,101,0.9958118200302124,0.8750728964805603,0.9538081288337708
dacf61002fff079f,0,0,0,0,0.006225604098290205,0.007007912266999483,0.00465034507215023
435153eb83f4441b,1,1,1,111,0.9970993995666504,0.9889912605285645,0.9719792008399963
d918c5142e9f7179,1,0,1,101,0.9719727635383606,0.027952030301094055,0.6641324758529663
5a2b9b57bad4c081,0,0,0,0,0.0053300815634429455,0.004523488227277994,0.006707674823701382
8b7baeca4c7ab5f3,1,0,0,100,0.9159920811653137,0.005756233353167772,0.10905389487743378
f5f86ba30be4e23c,1,1,1,111,0.9966638684272766,0.9941229224205017,0.9605353474617004
6cfd67a95ebe418c,1,1,0,110,0.9975062012672424,0.9956041574478149,0.9737306833267212
40f93a6d1792a4d4,1,0,0,100,0.963090181350708,0.07325343787670135,0.009359714575111866
bff02ddf577f3b0b,1,0,0,100,0.8002433776855469,0.006150936707854271,0.009381393902003765
558d1fd8a2ed04e3,0,0,0,0,0.005377225577831268,0.008480069227516651,0.0069563607685267925
90d108f9699afbd3,0,0,0,0,0.003700912231579423,0.005718093831092119,0.006874151527881622
e25265788ac89218,1,1,1,111,0.9980607628822327,0.9918959736824036,0.9674885869026184
7acc5e464d851d56,0,0,0,0,0.004136235918849707,0.008059090003371239,0.0051473286002874374
8c1077b2a4633106,1,0,0,100,0.8467186689376831,0.00702003063634038,0.008206948637962341
6622eec5e574e10e,0,0,0,0,0.0028030213434249163,0.006351446267217398,0.0074033890850842
6ddd3c947fbd4d8d,0,0,0,0,0.004484855569899082,0.005332369823008776,0.0053452253341674805
a6e834dfb913a3af,1,1,1,111,0.9723896384239197,0.8599252104759216,0.9259966015815735
54b4fce9d69cbc01,1,0,0,100,0.9953045845031738,0.1588687300682068,0.6741617918014526
aafbeb7745cecd03,1,0,0,100,0.9685690402984619,0.010601683519780636,0.024231860414147377
6fc878dbe160947c,1,1,1,111,0.9959671497344971,0.991397500038147,0.9777033925056458
012b305351d49596,0,0,0,0,0.0031653502956032753,0.00795232504606247,0.005942860618233681
